,CLOSEPRICE,CLOSEPRICE_ADJUSTED,CLOSEPRICE_G_ADJUSTED,DATES_GMT,DATES_LOC,LST_PX_RAW,MIDPRICE,MIDPRICE_ADJUSTED,MIDPRICE_G_ADJUSTED,MID_PX_RAW,MONTH,VOLUME,VOLUME_ADJUSTED,VOLUME_G_ADJUSTED,VWAP,VWAP_ADJUSTED,VWAP_G_ADJUSTED,YEAR
2008-01-04,60970.0,71860.0,83759.04566582156,1199404800.0,1199404800.0,60970.0,60970.0,71860.0,83759.04566582156,60970.0,0.0,330.0,330.0,240.21405497233525,1.0,53351.0,5.295488323973687,1200355200.0
2008-01-07,60790.0,71680.0,83511.76621330646,1199664000.0,1199664000.0,60790.0,60790.0,71680.0,83511.76621330646,60790.0,0.0,3370.0,3370.0,2453.0950462326355,2.0,53352.0,10.590976647947373,1200355200.0
2008-01-08,60970.0,71860.0,83759.04566582156,1199750400.0,1199750400.0,60970.0,60970.0,71860.0,83759.04566582156,60970.0,0.0,1110.0,1110.0,807.992730361491,3.0,53353.0,15.886464971921066,1200355200.0
2008-01-09,62740.0,73630.0,86190.6269488872,1199836800.0,1199836800.0,62740.0,62740.0,73630.0,86190.6269488872,62740.0,0.0,3080.0,3080.0,2241.997846408464,4.0,53354.0,21.181953295894747,1200355200.0
2008-01-10,62320.0,73210.0,85613.64155968514,1199923200.0,1199923200.0,62320.0,62320.0,73210.0,85613.64155968514,62320.0,0.0,2470.0,2470.0,1797.9658053989942,5.0,53355.0,26.477441619868447,1200355200.0
2008-01-11,62630.0,73520.0,86039.51172790566,1200009600.0,1200009600.0,62630.0,62630.0,73520.0,86039.51172790566,62630.0,0.0,2010.0,2010.0,1463.1219711951312,6.0,53356.0,31.772929943842133,1200355200.0
2008-01-14,63440.0,74330.0,87152.26926422368,1200268800.0,1200268800.0,63440.0,63440.0,74330.0,87152.26926422368,63440.0,0.0,2290.0,2290.0,1666.939957232265,6.0,53357.0,37.068418267815844,1200355200.0
2008-01-15,62630.0,73520.0,86039.51172790566,1200355200.0,1200355200.0,62630.0,62630.0,73520.0,86039.51172790566,62630.0,1.0,5648.0,5648.0,4190.729500421548,7.0,52147.0,36.36583703185006,1200355200.0
2008-01-16,60370.0,70050.0,81362.86533542706,1200441600.0,1200441600.0,60370.0,60370.0,70050.0,81362.86533542706,60370.0,1.0,7854.0,7854.0,5827.547715352484,8.0,52148.0,41.560956607828565,1203033600.0
2008-01-17,60810.0,70490.0,81955.86948894021,1200528000.0,1200528000.0,60810.0,60810.0,70490.0,81955.86948894021,60810.0,1.0,6544.0,6544.0,4855.547778108825,9.0,50949.0,44.86559932285735,1203033600.0
2008-01-18,61000.0,70680.0,82211.93946432082,1200614400.0,1200614400.0,61000.0,61000.0,70680.0,82211.93946432082,61000.0,1.0,4008.0,4008.0,2973.874617154669,10.0,50950.0,49.85066591428586,1203033600.0
2008-01-21,62160.0,71840.0,83775.31405085545,1200873600.0,1200873600.0,62160.0,62160.0,71840.0,83775.31405085545,62160.0,1.0,3932.0,3932.0,2917.4837811008374,11.0,50951.0,54.835732505714546,1203033600.0
2008-01-22,59940.0,69620.0,80783.33854903918,1200960000.0,1200960000.0,59940.0,59940.0,69620.0,80783.33854903918,59940.0,1.0,4306.0,4306.0,3194.986053260481,0.0,50940.0,0.0,1203033600.0
2008-01-23,60660.0,70340.0,81753.70898206077,1201046400.0,1201046400.0,60660.0,60660.0,70340.0,81753.70898206077,60660.0,1.0,3338.0,3338.0,2476.7448782590504,1.0,50941.0,4.9850665914286045,1203033600.0
2008-01-24,61110.0,70790.0,82360.19050269914,1201132800.0,1201132800.0,61110.0,61110.0,70790.0,82360.19050269914,61110.0,1.0,1616.0,1616.0,1199.0472508288271,2.0,50942.0,9.970133182857209,1203033600.0
2008-01-25,61560.0,71240.0,82966.67202333758,1201219200.0,1201219200.0,61560.0,61560.0,71240.0,82966.67202333758,61560.0,1.0,3088.0,3088.0,2291.2487070293455,3.0,50943.0,14.95519977428577,1203033600.0
2008-01-28,60700.0,70380.0,81807.61845056196,1201478400.0,1201478400.0,60700.0,60700.0,70380.0,81807.61845056196,60700.0,1.0,3420.0,3420.0,2537.5876224223975,4.0,50944.0,19.940266365714418,1203033600.0
2008-01-29,61240.0,70920.0,82535.39627532799,1201564800.0,1201564800.0,61240.0,61240.0,70920.0,82535.39627532799,61240.0,1.0,1688.0,1688.0,1252.4701481429831,5.0,50945.0,24.92533295714293,1203033600.0
2008-01-30,61960.0,71640.0,83505.76670834949,1201651200.0,1201651200.0,61960.0,61960.0,71640.0,83505.76670834949,61960.0,1.0,3332.0,3332.0,2472.292970149542,0.0,50940.0,5.678090570697683e-306,1203033600.0
2008-01-31,61990.0,71670.0,83546.1988097254,1201737600.0,1201737600.0,61990.0,61990.0,71670.0,83546.1988097254,61990.0,1.0,2718.0,2718.0,2016.714373609377,0.0,50940.0,0.0,1203033600.0
2008-02-01,62760.0,72440.0,84583.95607837332,1201824000.0,1201824000.0,62760.0,62760.0,72440.0,84583.95607837332,62760.0,1.0,1822.0,1822.0,1351.8960959221083,0.0,50940.0,0.0,1203033600.0
2008-02-04,62760.0,72440.0,84583.95607837332,1202083200.0,1202083200.0,62760.0,62760.0,72440.0,84583.95607837332,62760.0,1.0,1870.0,1870.0,1387.5113607982114,0.0,50940.0,0.0,1203033600.0
2008-02-05,63050.0,72730.0,84974.79972500697,1202169600.0,1202169600.0,63050.0,63050.0,72730.0,84974.79972500697,63050.0,1.0,1010.0,1010.0,749.4045317680177,0.0,50940.0,0.0,1203033600.0
2008-02-13,64870.0,74550.0,87427.68054181135,1202860800.0,1202860800.0,64870.0,64870.0,74550.0,87427.68054181135,64870.0,1.0,1560.0,1560.0,1157.4961084733743,0.0,50940.0,0.0,1203033600.0
2008-02-14,64240.0,73920.0,86578.6064129176,1202947200.0,1202947200.0,64240.0,64240.0,73920.0,86578.6064129176,64240.0,1.0,2160.0,2160.0,1602.6869194246713,0.0,50940.0,0.0,1203033600.0
2008-02-15,63890.0,73570.0,86106.89856353214,1203033600.0,1203033600.0,63890.0,63890.0,73570.0,86106.89856353214,63890.0,2.0,3320.0,3320.0,2454.5211072032644,0.0,51190.0,0.0,1203033600.0
2008-02-18,64790.0,74700.0,87635.34335424514,1203292800.0,1203292800.0,64790.0,64790.0,74700.0,87635.34335424514,64790.0,2.0,4646.0,4646.0,3434.850922911555,0.0,50540.0,0.0,1205712000.0
2008-02-19,66060.0,75970.0,89353.15298628551,1203379200.0,1203379200.0,66060.0,66060.0,75970.0,89353.15298628551,66060.0,2.0,3722.0,3722.0,2751.725168979082,0.0,50540.0,0.0,1205712000.0
2008-02-20,66080.0,75990.0,89380.20510647513,1203465600.0,1203465600.0,66080.0,66080.0,75990.0,89380.20510647513,66080.0,2.0,3402.0,3402.0,2515.1448212968407,0.0,50540.0,0.0,1205712000.0
2008-02-21,66440.0,76350.0,89867.1432698881,1203552000.0,1203552000.0,66440.0,66440.0,76350.0,89867.1432698881,66440.0,2.0,3402.0,3402.0,2515.1448212968407,0.0,50540.0,0.0,1205712000.0
2008-02-22,67590.0,77500.0,91422.64018079065,1203638400.0,1203638400.0,67590.0,67590.0,77500.0,91422.64018079065,67590.0,2.0,3622.0,3622.0,2677.7938103283827,0.0,50540.0,0.0,1205712000.0
2008-02-25,68460.0,78370.0,92599.40740903879,1203897600.0,1203897600.0,68460.0,68460.0,78370.0,92599.40740903879,68460.0,2.0,3910.0,3910.0,2890.716123242396,0.0,50540.0,0.0,1205712000.0
2008-02-26,66780.0,76690.0,90327.02931311146,1203984000.0,1203984000.0,66780.0,66780.0,76690.0,90327.02931311146,66780.0,2.0,3502.0,3502.0,2589.076179947539,0.0,50540.0,0.0,1205712000.0
2008-02-27,67980.0,77890.0,91950.15652448815,1204070400.0,1204070400.0,67980.0,67980.0,77890.0,91950.15652448815,67980.0,2.0,3062.0,3062.0,2263.778201884457,0.0,50540.0,0.0,1205712000.0
2008-02-28,68210.0,78120.0,92261.25590666867,1204156800.0,1204156800.0,68210.0,68210.0,78120.0,92261.25590666867,68210.0,2.0,2756.0,2756.0,2037.5482444133106,0.0,50540.0,0.0,1205712000.0
2008-02-29,67900.0,77810.0,91841.94804372962,1204243200.0,1204243200.0,67900.0,67900.0,77810.0,91841.94804372962,67900.0,2.0,3054.0,3054.0,2257.8636931923993,0.0,50540.0,0.0,1205712000.0
2008-03-03,68320.0,78230.0,92410.04256771156,1204502400.0,1204502400.0,68320.0,68320.0,78230.0,92410.04256771156,68320.0,2.0,1420.0,1420.0,1049.8252928399509,0.0,50540.0,0.0,1205712000.0
2008-03-04,69130.0,79040.0,93505.65343539072,1204588800.0,1204588800.0,69130.0,69130.0,79040.0,93505.65343539072,69130.0,2.0,2290.0,2290.0,1693.0281131010465,0.0,50540.0,0.0,1205712000.0
2008-03-05,67740.0,77650.0,91625.53108221291,1204675200.0,1204675200.0,67740.0,67740.0,77650.0,91625.53108221291,67740.0,2.0,1670.0,1670.0,1234.6536894667006,0.0,50540.0,0.0,1205712000.0
2008-03-06,68840.0,78750.0,93113.39769264136,1204761600.0,1204761600.0,68840.0,68840.0,78750.0,93113.39769264136,68840.0,2.0,1630.0,1630.0,1205.081146006422,0.0,50540.0,0.0,1205712000.0
2008-03-07,67980.0,77890.0,91950.15652448815,1204848000.0,1204848000.0,67980.0,67980.0,77890.0,91950.15652448815,67980.0,2.0,1760.0,1760.0,1301.1919122523327,0.0,50540.0,0.0,1205712000.0
2008-03-10,67570.0,77480.0,91395.58806060109,1205107200.0,1205107200.0,67570.0,67570.0,77480.0,91395.58806060109,67570.0,2.0,1010.0,1010.0,746.7067223720774,0.0,50540.0,0.0,1205712000.0
2008-03-11,67010.0,76920.0,90638.12869529189,1205193600.0,1205193600.0,67010.0,67010.0,76920.0,90638.12869529189,67010.0,2.0,2150.0,2150.0,1589.524210990063,0.0,50540.0,0.0,1205712000.0
2008-03-12,66690.0,76600.0,90205.29477225823,1205280000.0,1205280000.0,66690.0,66690.0,76600.0,90205.29477225823,66690.0,2.0,3130.0,3130.0,2314.0515257669326,0.0,50540.0,0.0,1205712000.0
2008-03-13,66340.0,76250.0,89731.88266893997,1205366400.0,1205366400.0,66340.0,66340.0,76250.0,89731.88266893997,66340.0,2.0,1750.0,1750.0,1293.7987763872627,0.0,50540.0,0.0,1205712000.0
2008-03-14,66150.0,76060.0,89474.88752713877,1205452800.0,1205452800.0,66150.0,66150.0,76060.0,89474.88752713877,66150.0,2.0,2350.0,2350.0,1737.3869282914677,0.0,50520.0,0.0,1205712000.0
2008-03-17,67340.0,77250.0,91084.4886784206,1205712000.0,1205712000.0,67340.0,67340.0,77250.0,91084.4886784206,67340.0,3.0,2742.0,2742.0,2011.242777535639,0.0,50330.0,0.0,1205712000.0
2008-03-18,65460.0,75900.0,89243.98486587961,1205798400.0,1205798400.0,65460.0,65460.0,75900.0,89243.98486587961,65460.0,3.0,3136.0,3136.0,2300.239733899257,0.0,50330.0,0.0,1208217600.0
2008-03-19,65650.0,76090.0,89503.01873579269,1205884800.0,1205884800.0,65650.0,65650.0,76090.0,89503.01873579269,65650.0,3.0,1244.0,1244.0,912.467547503405,0.0,50330.0,0.0,1208217600.0
2008-03-20,63790.0,74230.0,86967.21348295832,1205971200.0,1205971200.0,63790.0,63790.0,74230.0,86967.21348295832,63790.0,3.0,2888.0,2888.0,2118.3330202490615,0.0,50330.0,0.0,1208217600.0
2008-03-21,64830.0,75270.0,88385.08308669367,1206057600.0,1206057600.0,64830.0,64830.0,75270.0,88385.08308669367,64830.0,3.0,1944.0,1944.0,1425.9139166773448,0.0,50330.0,0.0,1208217600.0
2008-03-24,64740.0,75180.0,88262.38283252428,1206316800.0,1206316800.0,64740.0,64740.0,75180.0,88262.38283252428,64740.0,3.0,1252.0,1252.0,918.3355060082484,0.0,50330.0,0.0,1208217600.0
2008-03-25,65010.0,75450.0,88630.48359503254,1206403200.0,1206403200.0,65010.0,65010.0,75450.0,88630.48359503254,65010.0,3.0,1976.0,1976.0,1449.3857506967256,0.0,50330.0,0.0,1208217600.0
2008-03-26,65210.0,75650.0,88903.15082652016,1206489600.0,1206489600.0,65210.0,65210.0,75650.0,88903.15082652016,65210.0,3.0,1180.0,1180.0,865.5238794646439,0.0,50330.0,0.0,1208217600.0
2008-03-27,65250.0,75690.0,88957.6842728176,1206576000.0,1206576000.0,65250.0,65250.0,75690.0,88957.6842728176,65250.0,3.0,1904.0,1904.0,1396.574124153122,0.0,50330.0,0.0,1208217600.0
2008-03-28,66120.0,76560.0,90143.78672978845,1206662400.0,1206662400.0,66120.0,66120.0,76560.0,90143.78672978845,66120.0,3.0,2694.0,2694.0,1976.0350265065683,0.0,50330.0,0.0,1208217600.0
2008-03-31,66040.0,76480.0,90034.7198371935,1206921600.0,1206921600.0,66040.0,66040.0,76480.0,90034.7198371935,66040.0,3.0,2492.0,2492.0,1827.869074259231,0.0,50330.0,0.0,1208217600.0
2008-04-01,65040.0,75480.0,88671.38367975569,1207008000.0,1207008000.0,65040.0,65040.0,75480.0,88671.38367975569,65040.0,3.0,1580.0,1580.0,1158.9218047068964,0.0,50330.0,0.0,1208217600.0
2008-04-02,65040.0,75480.0,88671.38367975569,1207094400.0,1207094400.0,65040.0,65040.0,75480.0,88671.38367975569,65040.0,3.0,1500.0,1500.0,1100.2422196584444,0.0,50330.0,0.0,1208217600.0
2008-04-03,66000.0,76440.0,89980.18639089588,1207180800.0,1207180800.0,66000.0,66000.0,76440.0,89980.18639089588,66000.0,3.0,1390.0,1390.0,1019.5577902168268,0.0,50330.0,0.0,1208217600.0
2008-04-07,66710.0,77150.0,90948.15506267683,1207526400.0,1207526400.0,66710.0,66710.0,77150.0,90948.15506267683,66710.0,3.0,990.0,990.0,726.1598649745744,0.0,50330.0,0.0,1208217600.0
2008-04-08,65790.0,76230.0,89693.88579783407,1207612800.0,1207612800.0,65790.0,65790.0,76230.0,89693.88579783407,65790.0,3.0,1160.0,1160.0,850.8539832025309,0.0,50330.0,0.0,1208217600.0
2008-04-09,65270.0,75710.0,88984.95099596631,1207699200.0,1207699200.0,65270.0,65270.0,75710.0,88984.95099596631,65270.0,3.0,1340.0,1340.0,982.883049561545,0.0,50330.0,0.0,1208217600.0
2008-04-10,66040.0,76480.0,90034.7198371935,1207785600.0,1207785600.0,66040.0,66040.0,76480.0,90034.7198371935,66040.0,3.0,1540.0,1540.0,1129.5820121826707,0.0,50330.0,0.0,1208217600.0
2008-04-11,65400.0,75840.0,89162.18469643327,1207872000.0,1207872000.0,65400.0,65400.0,75840.0,89162.18469643327,65400.0,3.0,1080.0,1080.0,792.1743981540806,0.0,50330.0,0.0,1208217600.0
2008-04-14,64010.0,74450.0,87267.14743759463,1208131200.0,1208131200.0,64010.0,64010.0,74450.0,87267.14743759463,64010.0,3.0,4060.0,4060.0,2977.988941208857,0.0,50330.0,0.0,1208217600.0
2008-04-15,64510.0,74950.0,87948.81551631357,1208217600.0,1208217600.0,64510.0,64510.0,74950.0,87948.81551631357,64510.0,4.0,1910.0,1910.0,1394.2427681388701,0.0,50490.0,0.0,1208217600.0
2008-04-16,63980.0,74730.0,87647.43328245709,1208304000.0,1208304000.0,63980.0,63980.0,74730.0,87647.43328245709,63980.0,4.0,2516.0,2516.0,1836.6046097578007,0.0,50490.0,0.0,1210809600.0
2008-04-17,65010.0,75760.0,89058.45010460354,1208390400.0,1208390400.0,65010.0,65010.0,75760.0,89058.45010460354,65010.0,4.0,1782.0,1782.0,1300.8066035724971,0.0,50490.0,0.0,1210809600.0
2008-04-18,64420.0,75170.0,88250.19775017012,1208476800.0,1208476800.0,64420.0,64420.0,75170.0,88250.19775017012,64420.0,4.0,1444.0,1444.0,1054.076731514413,0.0,48870.0,0.0,1210809600.0
2008-04-21,64690.0,75440.0,88620.07594626679,1208736000.0,1208736000.0,64690.0,64690.0,75440.0,88620.07594626679,64690.0,4.0,1038.0,1038.0,757.7088970304447,0.0,48870.0,0.0,1210809600.0
2008-04-22,64510.0,75260.0,88373.49048220241,1208822400.0,1208822400.0,64510.0,64510.0,75260.0,88373.49048220241,64510.0,4.0,2386.0,2386.0,1741.708505120078,0.0,48870.0,0.0,1210809600.0
2008-04-23,64870.0,75620.0,88866.66141033117,1208908800.0,1208908800.0,64870.0,64870.0,75620.0,88866.66141033117,64870.0,4.0,1488.0,1488.0,1086.1954130841057,0.0,48870.0,0.0,1210809600.0
2008-04-24,65140.0,75890.0,89236.53960642782,1208995200.0,1208995200.0,65140.0,65140.0,75890.0,89236.53960642782,65140.0,4.0,2002.0,2002.0,1461.4000114209528,0.0,48870.0,0.0,1210809600.0
2008-04-25,65110.0,75860.0,89195.44202908382,1209081600.0,1209081600.0,65110.0,65110.0,75860.0,89195.44202908382,65110.0,4.0,1658.0,1658.0,1210.2903191488224,0.0,48870.0,0.0,1210809600.0
2008-04-28,65580.0,76330.0,89839.30407414083,1209340800.0,1209340800.0,65580.0,65580.0,76330.0,89839.30407414083,65580.0,4.0,2596.0,2596.0,1895.0022126117858,0.0,48870.0,0.0,1210809600.0
2008-04-29,65480.0,76230.0,89702.3121496606,1209427200.0,1209427200.0,65480.0,65480.0,76230.0,89702.3121496606,65480.0,4.0,2726.0,2726.0,1989.8983172495105,0.0,48870.0,0.0,1210809600.0
2008-04-30,65210.0,75960.0,89332.43395356399,1209513600.0,1209513600.0,65210.0,65210.0,75960.0,89332.43395356399,65210.0,4.0,2130.0,2130.0,1554.8361759873271,0.0,48870.0,0.0,1210809600.0
2008-05-05,64660.0,75410.0,88578.97836892266,1209945600.0,1209945600.0,64660.0,64660.0,75410.0,88578.97836892266,64660.0,4.0,1900.0,1900.0,1386.9430677821224,0.0,48870.0,0.0,1210809600.0
2008-05-06,64930.0,75680.0,88948.85656501932,1210032000.0,1210032000.0,64930.0,64930.0,75680.0,88948.85656501932,64930.0,4.0,1110.0,1110.0,810.2667395990305,0.0,48870.0,0.0,1210809600.0
2008-05-07,64560.0,75310.0,88441.98644444252,1210118400.0,1210118400.0,64560.0,64560.0,75310.0,88441.98644444252,64560.0,4.0,1530.0,1530.0,1116.8541545824467,0.0,48870.0,0.0,1210809600.0
2008-05-08,64120.0,74870.0,87839.2219767294,1210204800.0,1210204800.0,64120.0,64120.0,74870.0,87839.2219767294,64120.0,4.0,2640.0,2640.0,1927.1208941814773,0.0,48810.0,0.0,1210809600.0
2008-05-09,63680.0,74430.0,87236.45750901631,1210291200.0,1210291200.0,63680.0,63680.0,74430.0,87236.45750901631,63680.0,4.0,1740.0,1740.0,1270.1478620741561,0.0,48810.0,0.0,1210809600.0
2008-05-12,62760.0,73510.0,85976.13180379818,1210550400.0,1210550400.0,62760.0,62760.0,73510.0,85976.13180379818,62760.0,4.0,1720.0,1720.0,1255.5484613606586,0.0,48810.0,0.0,1210809600.0
2008-05-13,62820.0,73570.0,86058.32695848627,1210636800.0,1210636800.0,62820.0,62820.0,73570.0,86058.32695848627,62820.0,4.0,850.0,850.0,620.4745303235815,0.0,48810.0,0.0,1210809600.0
2008-05-14,62760.0,73510.0,85976.13180379818,1210723200.0,1210723200.0,62760.0,62760.0,73510.0,85976.13180379818,62760.0,4.0,2290.0,2290.0,1671.631381695296,0.0,46800.0,0.0,1210809600.0
2008-05-15,61830.0,72580.0,84702.10690613197,1210809600.0,1210809600.0,61830.0,61830.0,72580.0,84702.10690613197,61830.0,5.0,3456.0,3456.0,2523.5924796638733,0.0,46780.0,0.0,1210809600.0
2008-05-16,62690.0,73420.0,85852.46696758951,1210896000.0,1210896000.0,62690.0,62690.0,73420.0,85852.46696758951,62690.0,5.0,2656.0,2656.0,1939.4275538157547,0.0,46780.0,0.0,1213574400.0
2008-05-19,63560.0,74290.0,87043.91131695626,1211155200.0,1211155200.0,63560.0,63560.0,74290.0,87043.91131695626,63560.0,5.0,2550.0,2550.0,1862.0257011408783,0.0,46780.0,0.0,1213574400.0
2008-05-20,62980.0,73710.0,86249.6150840451,1211241600.0,1211241600.0,62980.0,62980.0,73710.0,86249.6150840451,62980.0,5.0,2044.0,2044.0,1492.541385541942,0.0,46780.0,0.0,1213574400.0
2008-05-21,62810.0,73540.0,86016.80411922628,1211328000.0,1211328000.0,62810.0,62810.0,73540.0,86016.80411922628,62810.0,5.0,2038.0,2038.0,1488.1601485980823,0.0,46780.0,0.0,1213574400.0
2008-05-22,63050.0,73780.0,86345.47842249995,1211414400.0,1211414400.0,63050.0,63050.0,73780.0,86345.47842249995,63050.0,5.0,1392.0,1392.0,1016.4469709757274,0.0,46780.0,0.0,1213574400.0
2008-05-23,62790.0,73520.0,85989.41459395346,1211500800.0,1211500800.0,62790.0,62790.0,73520.0,85989.41459395346,62790.0,5.0,2272.0,2272.0,1659.0283894086579,0.0,46780.0,0.0,1213574400.0
2008-05-26,63070.0,73800.0,86372.86794777271,1211760000.0,1211760000.0,63070.0,63070.0,73800.0,86372.86794777271,63070.0,5.0,798.0,798.0,582.7045135334986,0.0,46780.0,0.0,1213574400.0
2008-05-27,62790.0,73520.0,85989.41459395346,1211846400.0,1211846400.0,62790.0,62790.0,73520.0,85989.41459395346,62790.0,5.0,1606.0,1606.0,1172.7110886400994,0.0,46780.0,0.0,1213574400.0
2008-05-28,62710.0,73440.0,85879.85649286227,1211932800.0,1211932800.0,62710.0,62710.0,73440.0,85879.85649286227,62710.0,5.0,1550.0,1550.0,1131.8195438307305,0.0,46780.0,0.0,1213574400.0
2008-05-29,62290.0,73020.0,85304.6764621335,1212019200.0,1212019200.0,62290.0,62290.0,73020.0,85304.6764621335,62290.0,5.0,1988.0,1988.0,1451.6498407325755,0.0,46780.0,0.0,1213574400.0
2008-05-30,60900.0,71630.0,83401.10445567401,1212105600.0,1212105600.0,60900.0,60900.0,71630.0,83401.10445567401,60900.0,5.0,2652.0,2652.0,1936.5067291865141,0.0,46780.0,0.0,1213574400.0
2008-06-02,60970.0,71700.0,83496.96779412884,1212364800.0,1212364800.0,60970.0,60970.0,71700.0,83496.96779412884,60970.0,5.0,1630.0,1630.0,1190.2360364155422,0.0,46780.0,0.0,1213574400.0
2008-06-03,61050.0,71780.0,83606.52589521998,1212451200.0,1212451200.0,61050.0,61050.0,71780.0,83606.52589521998,61050.0,5.0,1250.0,1250.0,912.7576966376864,0.0,46780.0,0.0,1213574400.0
2008-06-04,60730.0,71460.0,83168.29349085518,1212537600.0,1212537600.0,60730.0,60730.0,71460.0,83168.29349085518,60730.0,5.0,1000.0,1000.0,730.2061573101495,0.0,46780.0,0.0,1213574400.0
2008-06-05,60950.0,71680.0,83469.57826885603,1212624000.0,1212624000.0,60950.0,60950.0,71680.0,83469.57826885603,60950.0,5.0,1150.0,1150.0,839.7370809066717,0.0,46780.0,0.0,1213574400.0
2008-06-06,61290.0,72020.0,83935.20019849352,1212710400.0,1212710400.0,61290.0,61290.0,72020.0,83935.20019849352,61290.0,5.0,900.0,900.0,657.1855415791339,0.0,46780.0,0.0,1213574400.0
2008-06-10,61020.0,71750.0,83565.44160731077,1213056000.0,1213056000.0,61020.0,61020.0,71750.0,83565.44160731077,61020.0,5.0,2060.0,2060.0,1504.2246840589075,0.0,46720.0,0.0,1213574400.0
2008-06-11,60740.0,71470.0,83181.98825349165,1213142400.0,1213142400.0,60740.0,60740.0,71470.0,83181.98825349165,60740.0,5.0,1390.0,1390.0,1014.9865586611062,0.0,46720.0,0.0,1213574400.0
2008-06-12,60940.0,71670.0,83455.88350621959,1213228800.0,1213228800.0,60940.0,60940.0,71670.0,83455.88350621959,60940.0,5.0,1390.0,1390.0,1014.9865586611062,0.0,46720.0,0.0,1213574400.0
2008-06-13,61260.0,71990.0,83894.11591058435,1213315200.0,1213315200.0,61260.0,61260.0,71990.0,83894.11591058435,61260.0,5.0,1340.0,1340.0,978.4762507955996,0.0,46720.0,0.0,1213574400.0
2008-06-16,61380.0,72110.0,84058.45306222116,1213574400.0,1213574400.0,61380.0,61380.0,72110.0,84058.45306222116,61380.0,6.0,2944.0,2944.0,2154.6301817609756,0.0,45840.0,0.0,1213574400.0
2008-06-17,61970.0,72560.0,84673.31495880762,1213660800.0,1213660800.0,61970.0,61970.0,72560.0,84673.31495880762,61970.0,6.0,3920.0,3920.0,2868.9369268012983,0.0,45840.0,0.0,1216080000.0
2008-06-18,61840.0,72430.0,84495.68818868262,1213747200.0,1213747200.0,61840.0,61840.0,72430.0,84495.68818868262,61840.0,6.0,3026.0,3026.0,2214.6436582910023,0.0,45840.0,0.0,1216080000.0
2008-06-19,62790.0,73380.0,85793.72997036521,1213833600.0,1213833600.0,62790.0,62790.0,73380.0,85793.72997036521,62790.0,6.0,3360.0,3360.0,2459.088794401116,0.0,45840.0,0.0,1216080000.0
2008-06-20,62710.0,73300.0,85684.42118874977,1213920000.0,1213920000.0,62710.0,62710.0,73300.0,85684.42118874977,62710.0,6.0,3178.0,3178.0,2325.8881513710544,0.0,45840.0,0.0,1216080000.0
2008-06-23,63060.0,73650.0,86162.64710831715,1214179200.0,1214179200.0,63060.0,63060.0,73650.0,86162.64710831715,63060.0,6.0,3914.0,3914.0,2864.545696811298,0.0,45840.0,0.0,1216080000.0
2008-06-24,62770.0,73360.0,85766.40277496136,1214265600.0,1214265600.0,62770.0,62770.0,73360.0,85766.40277496136,62770.0,6.0,2284.0,2284.0,1671.5948828607573,0.0,45840.0,0.0,1216080000.0
2008-06-25,62660.0,73250.0,85616.10320024022,1214352000.0,1214352000.0,62660.0,62660.0,73250.0,85616.10320024022,62660.0,6.0,1604.0,1604.0,1173.922150660533,0.0,45840.0,0.0,1216080000.0
2008-06-26,62810.0,73400.0,85821.05716576902,1214438400.0,1214438400.0,62810.0,62810.0,73400.0,85821.05716576902,62810.0,6.0,1444.0,1444.0,1056.8226842604788,0.0,45840.0,0.0,1216080000.0
2008-06-27,62610.0,73200.0,85547.78521173062,1214524800.0,1214524800.0,62610.0,62610.0,73200.0,85547.78521173062,62610.0,6.0,1358.0,1358.0,993.8817210704498,0.0,45840.0,0.0,1216080000.0
2008-06-30,63160.0,73750.0,86299.28308533621,1214784000.0,1214784000.0,63160.0,63160.0,73750.0,86299.28308533621,63160.0,6.0,2492.0,2492.0,1823.8241891808264,0.0,45840.0,0.0,1216080000.0
2008-07-01,63270.0,73860.0,86449.58266005736,1214870400.0,1214870400.0,63270.0,63270.0,73860.0,86449.58266005736,63270.0,6.0,1080.0,1080.0,790.4213982003574,0.0,45840.0,0.0,1216080000.0
2008-07-02,63660.0,74250.0,86982.46297043233,1214956800.0,1214956800.0,63660.0,63660.0,74250.0,86982.46297043233,63660.0,6.0,860.0,860.0,629.4096319002849,0.0,45840.0,0.0,1216080000.0
2008-07-03,64370.0,74960.0,87952.57840726871,1215043200.0,1215043200.0,64370.0,64370.0,74960.0,87952.57840726871,64370.0,6.0,1670.0,1670.0,1222.2256805505533,0.0,45840.0,0.0,1216080000.0
2008-07-04,63500.0,74090.0,86763.84540720163,1215129600.0,1215129600.0,63500.0,63500.0,74090.0,86763.84540720163,63500.0,6.0,710.0,710.0,519.6288821502359,0.0,45840.0,0.0,1216080000.0
2008-07-07,63070.0,73660.0,86176.31070601892,1215388800.0,1215388800.0,63070.0,63070.0,73660.0,86176.31070601892,63070.0,6.0,1650.0,1650.0,1207.5882472505468,0.0,45840.0,0.0,1216080000.0
2008-07-08,63070.0,73660.0,86176.31070601892,1215475200.0,1215475200.0,63070.0,63070.0,73660.0,86176.31070601892,63070.0,6.0,1330.0,1330.0,973.3893144504402,0.0,45840.0,0.0,1216080000.0
2008-07-09,62640.0,73230.0,85588.77600483633,1215561600.0,1215561600.0,62640.0,62640.0,73230.0,85588.77600483633,62640.0,6.0,1820.0,1820.0,1332.006430300604,0.0,45930.0,0.0,1216080000.0
