RIC,Trade Date,Open,High,Low,Last,Volume,Open Interest,Settlement Price,Universal Close Price,Expiration Date
CMCUJ6-3,06-04-2016,16.84,19.5,16.59,18.5,386,,,18.5,
CMCUJ6-3,07-04-2016,19.6,19.6,15,15.15,771,,,15,
CMCUJ6-3,08-04-2016,15.17,16,13,14.9,156,,,14.75,
CMCUJ6-3,11-04-2016,15.5,16.15,15.5,16.15,5,,,16,
CMCUJ6-3,12-04-2016,18.5,18.5,18.5,18.5,2,,,22,
CMCUJ6-3,13-04-2016,22.25,23,19.15,19.15,530,,,19,
CMCUJ6-3,14-04-2016,17,18.95,17,17.9,108,,,17.75,
CMCUJ6-3,15-04-2016,18.7,20.35,18.7,20.35,80,,,21,
CMCUJ6-3,18-04-2016,,,,,,,,21,
CMCUJ6-3,19-04-2016,,,,,,,,21,
CMCUJ6-3,20-04-2016,,,,,,,,21,
CMCUJ7-3,18-01-2017,,,,,,,,,
CMCUJ7-3,19-01-2017,,,,,,,,,
CMCUJ7-3,20-01-2017, -.17,1.7, -.17,1.25,1567,,,1.5,
CMCUJ7-3,23-01-2017,.75,1.5,.75,1,337,,,.75,
CMCUJ7-3,24-01-2017,.75,1.5,.75,1,406,,,1,
CMCUJ7-3,25-01-2017,.78,.78, -.5,.75,307,,,,
CMCUJ7-3,26-01-2017,0,1.5, -.25,.25,65,,,,
CMCUJ7-3,27-01-2017,1,1, -.25,.75,183,,,,
CMCUJ7-3,30-01-2017,.5,.75,0,.75,419,,,.5,
CMCUJ7-3,31-01-2017,0,1.75,0,1.75,843,,,1.5,
CMCUJ7-3,01-02-2017,0,.5, -.35,,849,,,,
CMCUJ7-3,02-02-2017, -.5,0, -.75, -.75,238,,, -.75,
CMCUJ7-3,03-02-2017, -.25, -.25, -.95, -.75,466,,, -.75,
CMCUJ7-3,06-02-2017, -.25, -.25, -1.32, -1.32,1826,,, -1,
CMCUJ7-3,07-02-2017, -.5, -.5, -2.5, -2,347,,, -2,
CMCUJ7-3,08-02-2017, -2, -1.25, -2.5, -1.5,718,,, -1.5,
CMCUJ7-3,09-02-2017, -1.7, -.5, -1.7, -.5,471,,, -1,
CMCUJ7-3,10-02-2017, -.5,1, -1,1,112,,, -.5,
CMCUJ7-3,13-02-2017, -.5, -.5, -2.85, -2.85,575,,, -3,
CMCUJ7-3,14-02-2017, -3.5, -3.5, -5, -5,125,,, -4.75,
CMCUJ7-3,15-02-2017, -4.5, -4, -5, -5,1027,,, -4.5,
CMCUJ7-3,16-02-2017, -4.12, -4.12, -5, -5,306,,, -5,
CMCUJ7-3,17-02-2017, -5, -2.8, -5, -2.85,416,,, -3,
CMCUJ7-3,20-02-2017, -2.5,.15, -2.5,.15,206,,,,
CMCUJ7-3,21-02-2017, -.75, -.75, -2, -1.75,363,,, -2.5,
CMCUJ7-3,22-02-2017, -2, -1.5, -3.5, -2.5,528,,, -3.25,
CMCUJ7-3,23-02-2017, -3.39, -3.39, -5.4, -5.4,899,,, -4.25,
CMCUJ7-3,24-02-2017, -4, -4, -4.5, -4.5,170,,, -4.25,
CMCUJ7-3,27-02-2017, -3.13, -3.13, -4.25, -4,114,,, -4,
CMCUJ7-3,28-02-2017, -4.1, -3.5, -4.1, -3.5,148,,, -3.5,
CMCUJ7-3,01-03-2017, -3.82, -3.8, -4.75, -4.75,156,,, -4.5,
CMCUJ7-3,02-03-2017, -4, -4, -5.25, -4.5,474,,, -4.75,
CMCUJ7-3,03-03-2017, -4.5, -4.5, -5, -5,181,,, -5,
CMCUJ7-3,06-03-2017, -5.84, -5.84, -6.5, -6.5,56,,, -6.75,
CMCUJ7-3,07-03-2017, -7, -7, -8.5, -8.5,937,,, -8.5,
CMCUJ7-3,08-03-2017, -7, -7, -9, -9,161,,, -9,
CMCUJ7-3,09-03-2017, -8.05, -8.05, -10, -9.15,264,,, -9,
CMCUJ7-3,10-03-2017, -9, -8.25, -9, -8.25,527,,, -8.25,
CMCUJ7-3,13-03-2017, -8.83, -7.5, -9.15, -8.85,578,,, -9.5,
CMCUJ7-3,14-03-2017, -8.5, -8.5, -10, -9.25,57,,, -9.75,
CMCUJ7-3,15-03-2017, -9.5, -8, -9.5, -9.5,192,,, -8,
CMCUJ7-3,16-03-2017, -8.17, -7, -8.17, -7.5,152,,, -7.5,
CMCUJ7-3,17-03-2017, -6.95, -6.95, -6.95, -6.95,32,,, -7,
CMCUJ7-3,20-03-2017, -7.6, -7.6, -11.15, -11,151,,, -11,
CMCUJ7-3,21-03-2017, -8.5, -8.5, -14.25, -14,1677,,, -14,
CMCUJ7-3,22-03-2017, -14.16, -13, -14.16, -14,210,,, -13,
CMCUJ7-3,23-03-2017, -12.7, -12.7, -13.35, -13.35,153,,, -13.5,
CMCUJ7-3,24-03-2017, -12.5, -12.5, -13.5, -13,313,,, -13,
CMCUJ7-3,27-03-2017, -13, -12.35, -14.5, -12.35,682,,,,
CMCUJ7-3,28-03-2017, -12.5, -11, -12.5, -12.15,457,,,12,
CMCUJ7-3,29-03-2017, -12.31, -11.5, -12.31, -12,619,,, -11.5,
CMCUJ7-3,30-03-2017, -11, -10, -11.15, -10.3,170,,, -11,
CMCUJ7-3,31-03-2017, -13.5, -13.5, -13.65, -13.5,6,,, -13.5,
CMCUJ7-3,03-04-2017, -14.5, -14.5, -14.9, -14.9,11,,, -14.75,
CMCUJ7-3,04-04-2017, -12, -12, -17, -17,179,,, -17.25,
CMCUJ7-3,05-04-2017, -17.25, -17.25, -19.6, -19.6,194,,, -19.75,
CMCUJ7-3,06-04-2017, -21.5, -21.5, -23, -23,56,,, -24,
CMCUJ7-3,07-04-2017, -24.42, -24.42, -24.42, -24.42,14,,, -28.75,
CMCUJ7-3,10-04-2017, -29.75, -29.75, -32, -32,6,,, -31.75,
CMCUJ7-3,11-04-2017, -31.5, -26.5, -31.5, -26.5,519,,, -27.25,
CMCUJ7-3,12-04-2017, -27.66, -26.75, -27.66, -27.6,231,,, -27.75,
CMCUJ7-3,13-04-2017,,,,,,,, -27.75,
CMCUJ7-3,18-04-2017,,,,,,,, -27.75,
CMCUJ7-3,19-04-2017,,,,,,,, -27.75,
CMCUK0-3,,,,,,,,,,
CMCUK1-3,22-02-2011,1.5,2,0,2,331,,,.5,
CMCUK1-3,23-02-2011,1,1, -.15,.5,1022,,,.75,
CMCUK1-3,24-02-2011,.25,1.5,0,1,116,,,1,
CMCUK1-3,25-02-2011,1.5,2.85,1,2.85,241,,,3,
CMCUK1-3,28-02-2011,3,3.5,2.75,3.5,750,,,3.5,
CMCUK1-3,01-03-2011,2.5,2.5,.85,1.5,708,,,1,
CMCUK1-3,02-03-2011,1,1.75,0,.5,821,,,.5,
CMCUK1-3,03-03-2011,.5,1,.25,.25,720,,,.5,
CMCUK1-3,04-03-2011,1,1,.5,.5,414,,,1,
CMCUK1-3,07-03-2011, -.5,0, -1.25, -1,613,,, -.5,
CMCUK1-3,08-03-2011, -1, -1, -4.35, -3.85,931,,, -4,
CMCUK1-3,09-03-2011, -4.32,3, -5.75, -5,793,,, -5,
CMCUK1-3,10-03-2011, -5.5, -4.75, -6.15, -5,833,,, -4.75,
CMCUK1-3,11-03-2011, -4.5, -2.75, -5, -2.75,992,,, -3,
CMCUK1-3,14-03-2011, -3.6, -2.15, -3.6, -2.15,132,,, -2,
CMCUK1-3,15-03-2011, -2,11, -2,.35,1041,,,.5,
CMCUK1-3,16-03-2011,1,3,1,2.5,571,,,3,
CMCUK1-3,17-03-2011,2.8,4.65,2.8,4.6,113,,,4.75,
CMCUK1-3,18-03-2011,4.75,4.75,4,4.1,77,,,4.5,
CMCUK1-3,21-03-2011,3.5,3.5, -1.5, -1.35,124,,, -1.5,
CMCUK1-3,22-03-2011,,,,,,,, -1,
CMCUK1-3,23-03-2011, -.5,0, -1, -.5,315,,, -1,
CMCUK1-3,24-03-2011, -1.18, -1.18, -4, -1.85,213,,, -2,
CMCUK1-3,25-03-2011, -2.5, -2.25, -3.35, -3.35,286,,, -3.5,
CMCUK1-3,28-03-2011, -4.5, -4.25, -5.5, -5.5,175,,, -5,
CMCUK1-3,29-03-2011, -5.27, -4, -5.27, -4.5,120,,, -4,
CMCUK1-3,30-03-2011, -5, -5, -5.5, -5.25,71,,, -4,
CMCUK1-3,31-03-2011, -5, -1.75, -5, -4.15,196,,, -1.75,
CMCUK1-3,01-04-2011, -2, -2, -3.7, -3.7,138,,, -4.5,
CMCUK1-3,04-04-2011, -5.3, -5.3, -7.25, -7.25,91,,, -7,
CMCUK1-3,05-04-2011, -7.5, -7.5, -10, -10,271,,, -9.5,
CMCUK1-3,06-04-2011, -8.5, -8.5, -10.2, -9.65,69,,, -9,
CMCUK1-3,07-04-2011, -8.3, -8.3, -8.5, -8.5,20,,, -10,
CMCUK1-3,08-04-2011, -10.75, -10, -10.75, -10.5,116,,, -10.75,
CMCUK1-3,11-04-2011, -12, -10, -12, -10,245,,, -10.25,
CMCUK1-3,12-04-2011, -10.5, -10.5, -11.75, -11.65,168,,, -11.5,
CMCUK1-3,13-04-2011, -11.5, -11.5, -13, -13,212,,, -11.75,
CMCUK1-3,14-04-2011, -12.75, -6.5, -13.25, -12.25,258,,, -12,
CMCUK1-3,15-04-2011, -12, -12, -13, -12.87,422,,, -12.5,
CMCUK1-3,18-04-2011, -13, -13, -14, -14,472,,, -13.75,
CMCUK1-3,19-04-2011, -13.75, -13.75, -15, -14,479,,, -13,
CMCUK1-3,20-04-2011, -14.15, -14, -15.15, -14,150,,, -15,
CMCUK1-3,21-04-2011, -15.5, -13.75, -15.5, -13.75,33,,, -14,
CMCUK1-3,26-04-2011, -14.75, -14, -15.5, -14,89,,, -14.5,
CMCUK1-3,27-04-2011, -13.75, -13.75, -15, -15,42,,, -16,
CMCUK1-3,28-04-2011, -15.5, -15.5, -16.5, -16.5,33,,, -17,
CMCUK1-3,03-05-2011, -19, -18.9, -20.5, -19.75,250,,, -21.25,
CMCUK1-3,04-05-2011, -21.5, -21, -22.5, -22.5,147,,, -22.5,
CMCUK1-3,05-05-2011, -22.96, -21.8, -22.96, -22.5,193,,, -21.75,
CMCUK1-3,06-05-2011, -20.75, -18, -20.75, -19.25,81,,, -21.75,
CMCUK1-3,09-05-2011, -19.5, -19.5, -20.75, -20.75,2,,, -20.5,
CMCUK1-3,10-05-2011, -20, -17.75, -20.5, -19.65,172,,, -18.75,
CMCUK1-3,11-05-2011, -18.25, -18.25, -18.25, -18.25,14,,, -17.75,
CMCUK1-3,12-05-2011, -17.25, -16.9, -19, -16.9,297,,, -16.75,
CMCUK1-3,13-05-2011, -18, -18, -18, -18,5,,, -17.75,
CMCUK1-3,16-05-2011,,,,,,,, -17.75,
CMCUK1-3,17-05-2011,,,,,,,, -17.75,
CMCUK1-3,18-05-2011,,,,,,,, -17.75,
CMCUK18-3,19-02-2018,1.5,2.65,1.25,2.25,425,,,2.5,
CMCUK18-3,20-02-2018,1.5,1.5,1,1.25,587,,,1.5,
CMCUK18-3,21-02-2018,1.5,1.75,1.25,1.75,507,,,1.5,
CMCUK18-3,22-02-2018,.6,1.47,.6,1.25,318,,,1,
CMCUK18-3,23-02-2018,.45,.5, -.25, -.25,710,,,,
CMCUK18-3,26-02-2018, -1.25, -.85, -1.25, -1,1401,,, -1,
CMCUK18-3,27-02-2018, -3, -2.5, -3.5, -3.5,1428,,, -2.75,
CMCUK18-3,28-02-2018, -2.5, -2.5, -4, -3.5,1123,,, -3.25,
CMCUK18-3,01-03-2018, -4.5, -3.75, -4.65, -4.45,546,,, -4.5,
CMCUK18-3,02-03-2018, -4.5, -4, -4.5, -4.1,1009,,, -4.25,
CMCUK18-3,05-03-2018, -5.93, -5, -6, -5.5,544,,, -5.5,
CMCUK18-3,06-03-2018, -5.5, -5.5, -7.15, -6,943,,, -7,
CMCUK18-3,07-03-2018, -7.25, -7.25, -8, -7.75,718,,, -7.75,
CMCUK18-3,08-03-2018, -8.19, -7.5, -8.25, -8.25,723,,, -8,
CMCUK18-3,09-03-2018, -8, -7, -8, -7,294,,, -7.5,
CMCUK18-3,12-03-2018, -8.67, -8.67, -9.5, -9.5,45,,, -9.75,
CMCUK18-3,13-03-2018, -10.09, -9.05, -10.09, -9.05,646,,, -9.25,
CMCUK18-3,14-03-2018, -9.01, -9.01, -10.5, -10.1,393,,, -10.25,
CMCUK18-3,15-03-2018, -10.46, -10.46, -11.65, -11.65,81,,, -11.5,
CMCUK18-3,16-03-2018, -11, -10.75, -11.5, -10.75,232,,, -11.25,
CMCUK18-3,19-03-2018, -11.25, -11.25, -14, -14,428,,, -13,
CMCUK18-3,20-03-2018, -13, -11.5, -13, -12,931,,, -12,
CMCUK18-3,21-03-2018, -10.75, -9.5, -11.25, -10.5,814,,, -9.5,
CMCUK18-3,22-03-2018, -10, -9.25, -11.2, -11,308,,, -11,
CMCUK18-3,23-03-2018, -10.5, -10.25, -11, -10.25,437,,, -10.25,
CMCUK18-3,26-03-2018, -12.17, -11, -13, -12,458,,, -12.75,
CMCUK18-3,27-03-2018, -13.24, -13, -14, -13.25,324,,, -13.25,
CMCUK18-3,28-03-2018, -13.25, -12, -13.5, -12,491,,, -12,
CMCUK18-3,29-03-2018, -12.25, -11.7, -12.4, -12.4,1525,,, -12.25,
CMCUK18-3,03-04-2018, -15, -13.55, -15, -13.55,486,,, -13.75,
CMCUK18-3,04-04-2018, -13.8, -13.8, -15.5, -14.4,357,,, -14.25,
CMCUK18-3,05-04-2018, -14, -13.75, -14.5, -14.5,111,,, -15.75,
CMCUK18-3,06-04-2018, -16.5, -16.5, -19.25, -16.76,146,,, -19,
CMCUK18-3,09-04-2018, -20.37, -19, -20.37, -19,181,,, -20.25,
CMCUK18-3,10-04-2018, -20.78, -18, -20.78, -18,386,,, -18.5,
CMCUK18-3,11-04-2018, -19.03, -18.5, -20.25, -19.5,288,,, -20.25,
CMCUK18-3,12-04-2018, -20.79, -19.75, -21.4, -21.4,170,,, -21.25,
CMCUK18-3,13-04-2018, -21.5, -21, -21.5, -21.5,54,,, -22.25,
CMCUK18-3,16-04-2018, -22.85, -22.85, -24.05, -24,213,,, -24.25,
CMCUK18-3,17-04-2018, -24.75, -24.75, -27, -27,117,,, -27,
CMCUK18-3,18-04-2018, -26.5, -23, -26.5, -23.5,468,,, -23.75,
CMCUK18-3,19-04-2018, -24.13, -19, -24.13, -23.65,614,,, -23.5,
CMCUK18-3,20-04-2018, -20.75, -20.75, -23.65, -23.65,564,,, -23.5,
CMCUK18-3,23-04-2018, -24.5, -24.5, -27, -27,184,,, -27,
CMCUK18-3,24-04-2018, -26.25, -25, -27, -27,760,,, -26.5,
CMCUK18-3,25-04-2018, -26.75, -23.1, -26.75, -23.5,429,,, -23.25,
CMCUK18-3,26-04-2018, -24, -24, -26.75, -24.5,363,,, -24.5,
CMCUK18-3,27-04-2018, -26, -26, -27.6, -27.6,147,,, -27.75,
CMCUK18-3,30-04-2018, -29.25, -28.15, -29.37, -28.15,153,,, -28,
CMCUK18-3,01-05-2018, -27.8, -27.8, -28.5, -28.5,18,,, -28.75,
CMCUK18-3,02-05-2018, -28.5, -27.3, -29, -27.3,432,,, -27.5,
CMCUK18-3,03-05-2018, -27.25, -27.25, -30.9, -30.9,102,,, -30.75,
CMCUK18-3,04-05-2018, -30, -30, -31.3, -31.3,61,,, -31.5,
CMCUK18-3,08-05-2018, -33.5, -33, -34, -33,9,,, -32.75,
CMCUK18-3,09-05-2018, -33, -33, -34, -34,56,,, -32,
CMCUK18-3,10-05-2018, -32, -31.8, -32, -32,95,,, -31.5,
CMCUK18-3,11-05-2018, -31.5, -31.3, -31.5, -31.3,100,,, -32.75,
CMCUK18-3,14-05-2018,,,,,,,, -32.75,
CMCUK18-3,15-05-2018,,,,,,,, -32.75,
CMCUK18-3,16-05-2018,,,,,,,, -32.75,
CMCUK2-3,20-02-2012,.41,1,.16,1,407,,,.5,
CMCUK2-3,21-02-2012,.5,1.5,.5,1.5,1066,,,1,
CMCUK2-3,22-02-2012,.85,1.75,.2,1.75,1108,,,1.5,
CMCUK2-3,23-02-2012,1.59,1.75, -3.5,1.5,433,,,1.75,
CMCUK2-3,24-02-2012,2,4,2,3,939,,,3.5,
CMCUK2-3,27-02-2012,3,3.25,2,3.25,844,,,3,
CMCUK2-3,28-02-2012,3.15,4.75,1.85,2.5,838,,,2.5,
CMCUK2-3,29-02-2012,2.5,3,1,1,518,,,1,
CMCUK2-3,01-03-2012,1.5,2, -.5,.65,428,,,2,
CMCUK2-3,02-03-2012,1.5,2, -1.65,1.25,319,,,1.25,
CMCUK2-3,05-03-2012,.2,.2,0,,104,,,,
CMCUK2-3,06-03-2012,.75,1,0,.5,1071,,,.5,
CMCUK2-3,07-03-2012,.5,1.15,.25,1,869,,,1,
CMCUK2-3,08-03-2012,1.5,1.5,.25,1.25,795,,,1.5,
CMCUK2-3,09-03-2012,1.5,2.15,1,2.15,584,,,2,
CMCUK2-3,12-03-2012,1.85,3.65,1.85,3.65,94,,,3.5,
CMCUK2-3,13-03-2012,3.5,3.75,2.85,3.5,839,,,3,
CMCUK2-3,14-03-2012,3,4,2.75,4,394,,,4,
CMCUK2-3,15-03-2012,5,6,4,6,273,,,6,
CMCUK2-3,16-03-2012,6.25,8,6,6,714,,,7,
CMCUK2-3,19-03-2012,8.5,9,8,8.15,223,,,8,
CMCUK2-3,20-03-2012,8.75,8.75,6.5,6.75,1690,,,7,
CMCUK2-3,21-03-2012,8.75,8.75,8.5,8.5,138,,,8,
CMCUK2-3,22-03-2012,7.75,8.65,6,6.75,459,,,8.5,
CMCUK2-3,23-03-2012,9,10,6.75,8,850,,,7.5,
CMCUK2-3,26-03-2012,6.25,9,6.25,8.5,187,,,11.5,
CMCUK2-3,27-03-2012,11,15,5.75,7.15,165,,,6.5,
CMCUK2-3,28-03-2012,3.5,5,3,5,739,,,4,
CMCUK2-3,29-03-2012,3.85,7.5,3.85,6.5,393,,,6.5,
CMCUK2-3,30-03-2012,7.5,8.15,5.35,5.35,695,,,5.5,
CMCUK2-3,02-04-2012,4.85,8,4.85,8,926,,,7,
CMCUK2-3,03-04-2012,6,6.5,5,5,310,,,6,
CMCUK2-3,04-04-2012,1,1, -.65, -.35,198,,, -.5,
CMCUK2-3,05-04-2012,.25,.35, -.5, -.15,415,,,,
CMCUK2-3,10-04-2012, -2,2, -2,1.5,1608,,,1.5,
CMCUK2-3,11-04-2012,5,7.5,4.5,6,832,,,6,
CMCUK2-3,12-04-2012,7,9.45,7,8.85,860,,,9.25,
CMCUK2-3,13-04-2012,11,12.9,11,12.5,525,,,12.75,
CMCUK2-3,16-04-2012,15,18.15,13,14,775,,,18,
CMCUK2-3,17-04-2012,19,34,19,34,261,,,34,
CMCUK2-3,18-04-2012,35,35,20,30,286,,,28,
CMCUK2-3,19-04-2012,30,30.25,21,21.15,419,,,22,
CMCUK2-3,20-04-2012,22,30,22,28,233,,,29.5,
CMCUK2-3,23-04-2012,30,50,30,50,428,,,47,
CMCUK2-3,24-04-2012,47,62,45,62,466,,,63,
CMCUK2-3,25-04-2012,68,68,55,59.25,79,,,59,
CMCUK2-3,26-04-2012,58,70,58,70,71,,,68,
CMCUK2-3,27-04-2012,68.25,78,68,78,66,,,79,
CMCUK2-3,30-04-2012,77,79,59,59,311,,,59.5,
CMCUK2-3,01-05-2012,55,57.15,31.85,34,709,,,32,
CMCUK2-3,02-05-2012,34.75,35.15,22,24.15,410,,,24,
CMCUK2-3,03-05-2012,25,30.35,25,30,464,,,30.5,
CMCUK2-3,04-05-2012,35,47.15,35,45,350,,,43.5,
CMCUK2-3,08-05-2012,43,64,43,64,667,,,63.5,
CMCUK2-3,09-05-2012,67,82.5,65,82,324,,,82,
CMCUK2-3,10-05-2012,84.25,85,77,85,262,,,86,
CMCUK2-3,11-05-2012,90,95,85,85,245,,,85,
CMCUK2-3,14-05-2012,,,,,,,,60,
CMCUK2-3,15-05-2012,,,,,,,,60,
CMCUK2-3,16-05-2012,,,,,,,,60,
CMCUK3-3,18-02-2013,.25,2.15,,,1663,,,1.5,
CMCUK3-3,19-02-2013,1,1,.1,,1427,,,.25,
CMCUK3-3,20-02-2013,.5,1, -.55,,4415,,,.25,
CMCUK3-3,21-02-2013, -.25,, -.4,,2504,,,,
CMCUK3-3,22-02-2013,.25,.25, -.5,,1823,,, -.5,
CMCUK3-3,25-02-2013, -.25,, -1.5,,1683,,, -1,
CMCUK3-3,26-02-2013, -1.5, -1.5, -3.5,,992,,, -3,
CMCUK3-3,27-02-2013, -3, -2.99, -4,,968,,, -3.25,
CMCUK3-3,28-02-2013, -3.5, -3.5, -4.5,,1791,,, -4,
CMCUK3-3,01-03-2013, -4.92, -4.5, -5,,1036,,, -4,
CMCUK3-3,04-03-2013, -5.65, -5, -5.65,,504,,, -5,
CMCUK3-3,05-03-2013, -5.5, -5, -6,,483,,, -5.25,
CMCUK3-3,06-03-2013, -5.5, -5.5, -6.5,,552,,, -6,
CMCUK3-3,07-03-2013, -6.25, -6, -7,,668,,, -6.25,
CMCUK3-3,08-03-2013, -6.25, -6, -6.5,,647,,, -6,
CMCUK3-3,11-03-2013, -7, -7, -8.25,,1255,,, -8.25,
CMCUK3-3,12-03-2013, -9, -8, -9.15,,442,,, -9,
CMCUK3-3,13-03-2013, -9.25, -9, -10,,482,,, -10,
CMCUK3-3,14-03-2013, -10, -9.25, -10,,757,,, -10,
CMCUK3-3,15-03-2013, -9.75, -9.35, -10.25,,942,,, -10,
CMCUK3-3,18-03-2013, -10.6, -9.75, -11.15,,1163,,, -10.5,
CMCUK3-3,19-03-2013, -10.75, -10.25, -11.4,,1127,,, -11,
CMCUK3-3,20-03-2013, -11, -9, -11,,907,,, -10,
CMCUK3-3,21-03-2013, -10.5, -10, -10.75,,1550,,, -10,
CMCUK3-3,22-03-2013, -10, -9, -10.5,,503,,, -9.5,
CMCUK3-3,25-03-2013, -9.85, -9.35, -11.5,,491,,, -11.25,
CMCUK3-3,26-03-2013, -11.38, -11.1, -12,,495,,, -11.5,
CMCUK3-3,27-03-2013, -11.75, -11, -11.75,,112,,, -12,
CMCUK3-3,28-03-2013, -12.25, -11, -13.15,,249,,, -12.75,
CMCUK3-3,02-04-2013, -13.5, -12, -13.65,,483,,, -13,
CMCUK3-3,03-04-2013, -13.5, -12.75, -13.75,,396,,, -13.5,
CMCUK3-3,04-04-2013, -12.25, -12.25, -14,,595,,, -14,
CMCUK3-3,05-04-2013, -13, -12.5, -15.25,,359,,, -15,
CMCUK3-3,08-04-2013, -15.65, -13.75, -15.65,,839,,, -15,
CMCUK3-3,09-04-2013, -14.1, -13.75, -14.1,,182,,, -13.75,
CMCUK3-3,10-04-2013, -14, -13.5, -14.25,,261,,, -14,
CMCUK3-3,11-04-2013, -14.25, -14.25, -16.25,,156,,, -16.25,
CMCUK3-3,12-04-2013, -16.35, -16.35, -17.1,,325,,, -17,
CMCUK3-3,15-04-2013, -17.5, -17.49, -18,,589,,, -17.75,
CMCUK3-3,16-04-2013, -17.75, -16, -17.75,,276,,, -16.5,
CMCUK3-3,17-04-2013, -16.25, -16.25, -17.25,,382,,, -16.5,
CMCUK3-3,18-04-2013, -16.7, -13, -16.7,,681,,, -13,
CMCUK3-3,19-04-2013, -15, -15, -15,,20,,, -15.5,
CMCUK3-3,22-04-2013, -15.85, -15.85, -17.35,,52,,, -16,
CMCUK3-3,23-04-2013, -16, -15.85, -16.25,,516,,, -16,
CMCUK3-3,24-04-2013, -16, -15.5, -18,,292,,, -18.25,
CMCUK3-3,25-04-2013, -19.5, -18.85, -22.15,,937,,, -22,
CMCUK3-3,26-04-2013, -23.9, -23.9, -26.5,,175,,, -24.5,
CMCUK3-3,29-04-2013, -25, -24, -25.5,,170,,, -26,
CMCUK3-3,30-04-2013, -27.65, -27.65, -27.65,,5,,, -27.5,
CMCUK3-3,01-05-2013, -28.24, -26.35, -28.24,,315,,, -27.25,
CMCUK3-3,02-05-2013, -27.25, -27, -27.5,,33,,, -27.25,
CMCUK3-3,03-05-2013, -27.4, -24, -27.4,,344,,, -23.75,
CMCUK3-3,07-05-2013, -24.75, -23, -24.75,,382,,, -24,
CMCUK3-3,08-05-2013, -23.75, -23.75, -25,,495,,, -23.25,
CMCUK3-3,09-05-2013, -23.7, -23, -23.7, -23,14,,, -23.5,
CMCUK3-3,10-05-2013, -23.5, -23.5, -23.5, -23.5,5,,, -20,
CMCUK3-3,13-05-2013,,,,,,,, -26.5,
CMCUK3-3,14-05-2013,,,,,,,, -26.5,
CMCUK3-3,15-05-2013,,,,,,,, -26.5,
CMCUK4-3,24-02-2014,1.5,4,1.5,3.48,1931,,,3,
CMCUK4-3,25-02-2014,3.53,33.5,2.5,4.5,840,,,4.5,
CMCUK4-3,26-02-2014,4.5,8,4.25,7.5,921,,,7.5,
CMCUK4-3,27-02-2014,7,8,4.5,4.5,1600,,,5,
CMCUK4-3,28-02-2014,6,8,6,7,735,,,7,
CMCUK4-3,03-03-2014,8.73,9,7,7.15,556,,,7,
CMCUK4-3,04-03-2014,7.41,8.5,7,8.5,469,,,7.5,
CMCUK4-3,05-03-2014,8,8.75,6.35,6.35,847,,,6.5,
CMCUK4-3,06-03-2014,7,7,4,5,277,,,4,
CMCUK4-3,07-03-2014,5,6.42,4,4,4125,,,5,
CMCUK4-3,10-03-2014,5,8,1.85,3.5,2711,,,3,
CMCUK4-3,11-03-2014,4,5,3.85,4.25,2320,,,4.5,
CMCUK4-3,12-03-2014,6,7.5,5.5,6.5,3085,,,7,
CMCUK4-3,13-03-2014,7,8.15,6.35,6.5,1354,,,6.5,
CMCUK4-3,14-03-2014,6.5,8,6.5,7.5,867,,,7,
CMCUK4-3,17-03-2014,8.18,9,7.5,7.6,673,,,8,
CMCUK4-3,18-03-2014,9,9,7,8.25,1087,,,8,
CMCUK4-3,19-03-2014,8,11,8,10,1815,,,10.5,
CMCUK4-3,20-03-2014,9.85,10.5,9.25,10,308,,,9.5,
CMCUK4-3,21-03-2014,10,11.15,10,11,381,,,11,
CMCUK4-3,24-03-2014,9,9,8,8,84,,,8,
CMCUK4-3,25-03-2014,7.5,10,6.25,9.5,1045,,,9.5,
CMCUK4-3,26-03-2014,9.5,9.85,7.6,7.6,618,,,8.25,
CMCUK4-3,27-03-2014,9,12.65,9,12.15,1300,,,12,
CMCUK4-3,28-03-2014,12,16.5,12,16.15,1631,,,16,
CMCUK4-3,31-03-2014,14.5,14.65,8,9.5,623,,,9.5,
CMCUK4-3,01-04-2014,9.5,10,9,9.5,333,,,10,
CMCUK4-3,02-04-2014,10.5,12.15,6.35,6.35,1301,,,6.5,
CMCUK4-3,03-04-2014,8,8,5.5,6.25,324,,,6,
CMCUK4-3,04-04-2014,6.25,7.15,5.15,6.5,677,,,5.5,
CMCUK4-3,07-04-2014,5.35,5.35,2.5,2.5,261,,,2,
CMCUK4-3,08-04-2014,2,6,2,5.25,1133,,,5.5,
CMCUK4-3,09-04-2014,6,9.25,6,9.25,446,,,9,
CMCUK4-3,10-04-2014,9.75,9.75,5.75,5.75,132,,,5.75,
CMCUK4-3,11-04-2014,5.94,6, -1, -1,172,,, -.75,
CMCUK4-3,14-04-2014, -.5,2.5, -1.5,1.5,262,,,1,
CMCUK4-3,15-04-2014,2,3.5,2,2,143,,,4,
CMCUK4-3,16-04-2014,5,8.5,4,8.5,693,,,8.5,
CMCUK4-3,17-04-2014,7.5,12.5,7.5,12.5,123,,,12.5,
CMCUK4-3,22-04-2014,13.25,14.5,12,14,507,,,14,
CMCUK4-3,23-04-2014,14.14,16,12.6,16,231,,,16.5,
CMCUK4-3,24-04-2014,16.15,22.15,15.5,21.15,289,,,21,
CMCUK4-3,25-04-2014,17.75,24,17.75,21,283,,,20,
CMCUK4-3,28-04-2014,20,22.75,20,21.5,94,,,22,
