RIC,Trade Date,Open,High,Low,Last,Volume,Open Interest,Settlement Price,Universal Close Price,Expiration Date
SCFF0,17-06-2009,39100,39740,38690,39590,736,2374,39000,39000,
SCFF0,18-06-2009,39300,39550,39100,39320,220,2358,39290,39290,
SCFF0,19-06-2009,39440,39520,39010,39010,304,2342,39250,39250,
SCFF0,22-06-2009,38400,38450,38100,38120,834,2636,38240,38240,
SCFF0,23-06-2009,38050,38220,37030,38120,1004,2962,37550,37550,
SCFF0,24-06-2009,38030,38980,37850,38980,642,3042,38520,38520,
SCFF0,25-06-2009,39550,39550,38740,39190,620,3104,39210,39210,
SCFF0,26-06-2009,39530,40330,39530,40330,566,3144,39850,39850,
SCFF0,29-06-2009,39990,40970,39800,40290,670,3240,40380,40380,
SCFF0,30-06-2009,40550,41050,40540,40910,644,3260,40800,40800,
SCFF0,01-07-2009,39990,40460,39650,40400,450,3282,40120,40120,
